game no.,winner name,KO counts,Damage percentages
1209,Thomato,postmabone:4 rupa:7 BEEF:5 LONG:15 Thomato:8 raki:8,postmabone:892 rupa:1131 BEEF:641 LONG:1083 Thomato:144 raki:735
1210,BEEF,LONG:3 BEEF:2 Thomato:4,LONG:199 BEEF:630 Thomato:241
1211,sivad,LONG:1 rupa:1,LONG:44 rupa:222
1212,BEEF,Thomato:2 sivad:3,Thomato:219 sivad:140
1213,sivad,BEEF:6 raki:6 LONG:0 curt:6 sivad:10,BEEF:525 raki:725 LONG:412 curt:232 sivad:242
1214,BEEF,BEEF:2 LONG:1 sivad:13 curt:7 raki:9 rupa:10,BEEF:802 LONG:1611 sivad:499 curt:1278 raki:357 rupa:156
1215,raki,postmabone:4 raki:6 LONG:11 curt:15 BEEF:2 Thomato:12 sivad:15 rupa:16,postmabone:499 raki:1962 LONG:806 curt:921 BEEF:1320 Thomato:2678 sivad:1933 rupa:872
1216,rupa,rupa:0 postmabone:8 sivad:5 Thomato:6 curt:15 raki:6 BEEF:6,rupa:0 postmabone:862 sivad:339 Thomato:1497 curt:464 raki:293 BEEF:638
1217,curt,Thomato:5 rupa:7 postmabone:7 LONG:3 BEEF:3,Thomato:608 rupa:1452 postmabone:1262 LONG:615 BEEF:664
1218,rupa,rupa:3 BEEF:2,rupa:221 BEEF:253
1219,LONG,BEEF:5 raki:3 LONG:15 curt:6 sivad:13 postmabone:19 Thomato:0 rupa:16,BEEF:1397 raki:1108 LONG:1222 curt:1435 sivad:137 postmabone:1587 Thomato:1357 rupa:1091
1220,sivad,Thomato:6 raki:4 rupa:6 postmabone:1,Thomato:406 raki:488 rupa:654 postmabone:628
1221,BEEF,rupa:6 curt:6 Thomato:2 raki:5 LONG:8,rupa:548 curt:512 Thomato:397 raki:824 LONG:1324
1222,LONG,curt:2 LONG:1,curt:201 LONG:61
1223,sivad,BEEF:2 Thomato:4 LONG:9 rupa:9,BEEF:617 Thomato:95 LONG:378 rupa:502
1224,curt,raki:0 rupa:0 postmabone:6,raki:535 rupa:375 postmabone:426
1225,rupa,rupa:2 BEEF:3 LONG:3,rupa:200 BEEF:314 LONG:514
1226,sivad,LONG:1 BEEF:2,LONG:296 BEEF:182
1227,BEEF,sivad:1 BEEF:2,sivad:149 BEEF:196
1228,sivad,Thomato:0 postmabone:12 curt:10 BEEF:7 rupa:4 sivad:6 LONG:9,Thomato:774 postmabone:0 curt:1209 BEEF:929 rupa:829 sivad:882 LONG:1567
1229,Thomato,Thomato:1 postmabone:5 raki:3,Thomato:158 postmabone:625 raki:229
1230,Thomato,curt:5 LONG:14 sivad:5 postmabone:12 Thomato:14 rupa:12 raki:17 BEEF:13,curt:1385 LONG:1784 sivad:1125 postmabone:1160 Thomato:2209 rupa:1679 raki:2002 BEEF:581
1231,curt,rupa:7 postmabone:0 LONG:7 Thomato:4,rupa:465 postmabone:277 LONG:0 Thomato:97
1232,curt,rupa:21 BEEF:12 LONG:20 postmabone:17 sivad:19 Thomato:9 curt:19 raki:14,rupa:989 BEEF:952 LONG:2303 postmabone:1008 sivad:918 Thomato:1300 curt:1964 raki:1167
1233,raki,LONG:2 Thomato:1,LONG:99 Thomato:283
1234,raki,sivad:9 LONG:4 postmabone:8 rupa:14 raki:10 Thomato:1 BEEF:9 curt:10,sivad:1052 LONG:783 postmabone:923 rupa:2224 raki:1021 Thomato:1121 BEEF:2253 curt:1458
1235,BEEF,LONG:8 postmabone:10 curt:15 raki:8 BEEF:13 rupa:18 sivad:11 Thomato:10,LONG:196 postmabone:138 curt:1550 raki:1535 BEEF:543 rupa:404 sivad:1257 Thomato:986
1236,curt,Thomato:15 LONG:19 rupa:21 postmabone:0 curt:0 BEEF:5 sivad:18 raki:12,Thomato:1983 LONG:390 rupa:464 postmabone:357 curt:789 BEEF:319 sivad:1473 raki:527
1237,postmabone,raki:7 rupa:8 BEEF:3 LONG:7 curt:7,raki:557 rupa:1135 BEEF:1058 LONG:1221 curt:478
1238,sivad,raki:4 postmabone:5 Thomato:4,raki:0 postmabone:387 Thomato:60
1239,postmabone,LONG:10 sivad:4 Thomato:8 rupa:4 BEEF:5,LONG:678 sivad:888 Thomato:683 rupa:1404 BEEF:1519
1240,BEEF,BEEF:6 postmabone:3 curt:5,BEEF:587 postmabone:519 curt:336
1241,rupa,LONG:15 postmabone:10 sivad:0 raki:6 curt:15 Thomato:14 rupa:18,LONG:1239 postmabone:794 sivad:1776 raki:1918 curt:1715 Thomato:337 rupa:771
1242,raki,postmabone:8 sivad:11 Thomato:8 curt:8 LONG:2 BEEF:11,postmabone:1356 sivad:1162 Thomato:266 curt:724 LONG:899 BEEF:586
1243,sivad,Thomato:5 BEEF:5 LONG:5 raki:18 curt:0 postmabone:14 rupa:18 sivad:14,Thomato:1086 BEEF:1364 LONG:581 raki:1553 curt:1364 postmabone:445 rupa:1619 sivad:944
1244,LONG,LONG:5 postmabone:0 sivad:4 raki:1,LONG:431 postmabone:379 sivad:354 raki:277
1245,postmabone,postmabone:7 rupa:5 BEEF:9 raki:9 LONG:11,postmabone:1418 rupa:403 BEEF:1251 raki:186 LONG:412
1246,rupa,rupa:1 postmabone:0,rupa:50 postmabone:30
1247,BEEF,raki:1 rupa:10 curt:17 Thomato:5 LONG:6 sivad:18 postmabone:14 BEEF:16,raki:1000 rupa:1501 curt:2382 Thomato:1632 LONG:1639 sivad:1342 postmabone:1305 BEEF:2171
1248,LONG,sivad:0 LONG:2 curt:0 Thomato:0 postmabone:5 BEEF:8 rupa:11,sivad:0 LONG:1445 curt:1193 Thomato:47 postmabone:1188 BEEF:630 rupa:2035
1249,sivad,BEEF:3 curt:0 postmabone:1,BEEF:744 curt:557 postmabone:205
1250,curt,rupa:9 LONG:18 curt:10 Thomato:3 raki:13 postmabone:0 BEEF:18,rupa:1205 LONG:1003 curt:1183 Thomato:1170 raki:15 postmabone:0 BEEF:1943
1251,sivad,postmabone:2 curt:4 rupa:6,postmabone:168 curt:485 rupa:180
1252,curt,rupa:7 Thomato:6 raki:3 BEEF:1,rupa:575 Thomato:642 raki:842 BEEF:639
1253,raki,rupa:5 postmabone:9 curt:7 raki:6,rupa:650 postmabone:308 curt:32 raki:952
1254,curt,postmabone:7 sivad:15 rupa:15 raki:7 LONG:21 BEEF:15 curt:15 Thomato:16,postmabone:1392 sivad:2353 rupa:738 raki:493 LONG:1162 BEEF:1009 curt:821 Thomato:1377
1255,raki,LONG:11 postmabone:6 rupa:11 Thomato:12 sivad:8 BEEF:5,LONG:738 postmabone:894 rupa:1160 Thomato:416 sivad:1152 BEEF:679
1256,sivad,rupa:1 LONG:2,rupa:202 LONG:24
1257,sivad,raki:19 BEEF:14 curt:19 Thomato:0 sivad:9 rupa:13 postmabone:17 LONG:10,raki:929 BEEF:1053 curt:1386 Thomato:1176 sivad:903 rupa:604 postmabone:2131 LONG:1158
1258,sivad,Thomato:21 LONG:10 rupa:10 BEEF:8 postmabone:14 raki:13 curt:16 sivad:7,Thomato:1979 LONG:97 rupa:224 BEEF:375 postmabone:1939 raki:366 curt:683 sivad:1031
1259,sivad,LONG:7 raki:11 Thomato:21 sivad:21 BEEF:12 postmabone:12 curt:16 rupa:11,LONG:1240 raki:923 Thomato:2306 sivad:668 BEEF:1214 postmabone:901 curt:1628 rupa:0
1260,sivad,sivad:11 LONG:0 curt:1 Thomato:2 BEEF:16 rupa:5 raki:17 postmabone:12,sivad:728 LONG:1274 curt:1282 Thomato:0 BEEF:1732 rupa:633 raki:491 postmabone:1328
1261,postmabone,BEEF:6 Thomato:7 rupa:4 raki:8 curt:11,BEEF:129 Thomato:667 rupa:662 raki:1071 curt:1385
1262,BEEF,postmabone:4 raki:4 Thomato:6 sivad:2 BEEF:3,postmabone:1015 raki:0 Thomato:1277 sivad:920 BEEF:87
1263,sivad,BEEF:13 raki:9 postmabone:6 rupa:21 LONG:12 Thomato:13 sivad:1 curt:21,BEEF:715 raki:635 postmabone:327 rupa:973 LONG:1264 Thomato:0 sivad:19 curt:763
1264,sivad,curt:10 Thomato:5 sivad:9 rupa:9 LONG:5 raki:11,curt:968 Thomato:1338 sivad:0 rupa:778 LONG:112 raki:1308
1265,Thomato,sivad:5 postmabone:0 Thomato:9 LONG:4,sivad:524 postmabone:919 Thomato:92 LONG:589
1266,sivad,sivad:13 curt:14 Thomato:7 rupa:13 postmabone:0 BEEF:6 LONG:6,sivad:1592 curt:1049 Thomato:1632 rupa:2318 postmabone:1177 BEEF:988 LONG:733
1267,rupa,curt:18 BEEF:11 raki:8 sivad:7 LONG:10 postmabone:1 rupa:13,curt:391 BEEF:1003 raki:264 sivad:626 LONG:863 postmabone:76 rupa:1179
1268,Thomato,curt:7 postmabone:5 sivad:9 BEEF:3 LONG:2,curt:728 postmabone:514 sivad:804 BEEF:112 LONG:814
1269,curt,rupa:8 Thomato:7 sivad:9 raki:5,rupa:852 Thomato:723 sivad:584 raki:870
1270,rupa,Thomato:1 raki:3 curt:4,Thomato:276 raki:358 curt:172
1271,raki,LONG:2 BEEF:2 Thomato:2 rupa:2,LONG:667 BEEF:303 Thomato:0 rupa:714
1272,curt,curt:7 LONG:0 Thomato:3 postmabone:17 raki:3 BEEF:7 rupa:1,curt:950 LONG:466 Thomato:835 postmabone:1215 raki:758 BEEF:1560 rupa:972
1273,curt,LONG:3 raki:2,LONG:272 raki:106
1274,raki,raki:5 Thomato:0 BEEF:3,raki:504 Thomato:244 BEEF:98
1275,BEEF,LONG:3 Thomato:0,LONG:173 Thomato:171
1276,sivad,LONG:3 curt:3 BEEF:6,LONG:396 curt:80 BEEF:288
1277,raki,rupa:11 postmabone:7 BEEF:8 LONG:9 curt:0 sivad:21 Thomato:13 raki:13,rupa:2162 postmabone:830 BEEF:631 LONG:1202 curt:1008 sivad:1333 Thomato:863 raki:1700
1278,postmabone,rupa:4 BEEF:6 Thomato:5,rupa:112 BEEF:367 Thomato:370
1279,LONG,Thomato:3 raki:5 LONG:5 curt:0 sivad:6,Thomato:0 raki:933 LONG:791 curt:655 sivad:248
1280,curt,BEEF:0 rupa:8 LONG:12 postmabone:7 raki:9 sivad:12 curt:17,BEEF:1170 rupa:927 LONG:1442 postmabone:0 raki:1247 sivad:1094 curt:1083
1281,postmabone,curt:6 postmabone:5 LONG:2 rupa:4,curt:816 postmabone:306 LONG:328 rupa:486
1282,raki,BEEF:0 LONG:8 rupa:9 sivad:6 Thomato:16 raki:10 curt:3 postmabone:8,BEEF:2021 LONG:0 rupa:172 sivad:1233 Thomato:664 raki:808 curt:575 postmabone:0
1283,curt,Thomato:19 raki:0 LONG:20 BEEF:7 postmabone:0 curt:21 rupa:0 sivad:21,Thomato:1228 raki:0 LONG:348 BEEF:0 postmabone:0 curt:665 rupa:1110 sivad:2078
1284,LONG,curt:4 BEEF:5 rupa:7 sivad:3,curt:658 BEEF:784 rupa:0 sivad:255
1285,sivad,raki:13 rupa:6 Thomato:9 sivad:11 BEEF:9 curt:10,raki:1026 rupa:863 Thomato:1631 sivad:931 BEEF:775 curt:362
1286,BEEF,curt:2 rupa:0 raki:13 BEEF:15 postmabone:16 sivad:13 LONG:18,curt:714 rupa:0 raki:131 BEEF:452 postmabone:265 sivad:1824 LONG:825
1287,postmabone,sivad:4 LONG:0 curt:0 Thomato:9,sivad:454 LONG:427 curt:315 Thomato:10
1288,rupa,raki:6 rupa:0 BEEF:6 sivad:18 LONG:16 Thomato:0 curt:15 postmabone:9,raki:1058 rupa:729 BEEF:1111 sivad:807 LONG:923 Thomato:1985 curt:564 postmabone:1102
1289,curt,curt:7 rupa:4 Thomato:9 BEEF:9 LONG:12,curt:157 rupa:1022 Thomato:400 BEEF:499 LONG:904
1290,curt,postmabone:11 BEEF:10 LONG:4 sivad:10 curt:9 Thomato:12,postmabone:577 BEEF:74 LONG:306 sivad:453 curt:1341 Thomato:798
1291,raki,raki:8 postmabone:2 sivad:6 Thomato:7 rupa:10,raki:520 postmabone:0 sivad:657 Thomato:878 rupa:736
1292,raki,Thomato:3 BEEF:2 postmabone:2 curt:3,Thomato:525 BEEF:237 postmabone:320 curt:556
1293,curt,raki:0 BEEF:17 sivad:18 LONG:6 postmabone:9 rupa:14 curt:10,raki:748 BEEF:1301 sivad:1983 LONG:933 postmabone:733 rupa:450 curt:1105
1294,rupa,Thomato:9 BEEF:13 raki:0 sivad:0 LONG:18 postmabone:15 curt:4,Thomato:168 BEEF:624 raki:787 sivad:1059 LONG:823 postmabone:2017 curt:918
1295,rupa,sivad:0 postmabone:2,sivad:201 postmabone:67
1296,LONG,Thomato:1 rupa:2,Thomato:339 rupa:59
1297,LONG,Thomato:5 postmabone:7 rupa:9 curt:3,Thomato:195 postmabone:503 rupa:110 curt:914
1298,LONG,sivad:12 BEEF:0 postmabone:16 rupa:10 LONG:2 raki:17 Thomato:11,sivad:1036 BEEF:2094 postmabone:983 rupa:775 LONG:1513 raki:732 Thomato:596
1299,Thomato,postmabone:0 rupa:5 curt:1,postmabone:88 rupa:385 curt:528
1300,raki,postmabone:0 curt:1 rupa:9 Thomato:8,postmabone:413 curt:715 rupa:454 Thomato:529
1301,rupa,Thomato:8 curt:6 BEEF:2 LONG:7 rupa:6,Thomato:986 curt:1312 BEEF:1155 LONG:901 rupa:0
1302,BEEF,postmabone:15 raki:19 sivad:21 LONG:10 rupa:12 Thomato:9 curt:15 BEEF:16,postmabone:1387 raki:1751 sivad:1477 LONG:1413 rupa:1332 Thomato:898 curt:513 BEEF:757
1303,LONG,raki:11 postmabone:3 rupa:0 curt:8 LONG:3 sivad:12 Thomato:16,raki:1063 postmabone:1136 rupa:1113 curt:679 LONG:1542 sivad:1520 Thomato:1069
1304,rupa,rupa:9 raki:0 postmabone:8 sivad:6 curt:2,rupa:1252 raki:814 postmabone:425 sivad:321 curt:230
1305,rupa,Thomato:0 rupa:3,Thomato:75 rupa:162
1306,curt,raki:8 rupa:17 sivad:10 Thomato:1 postmabone:8 curt:13 BEEF:2,raki:895 rupa:922 sivad:981 Thomato:1806 postmabone:1206 curt:902 BEEF:56
1307,postmabone,sivad:18 rupa:11 BEEF:6 postmabone:7 raki:12 LONG:20 curt:16 Thomato:12,sivad:666 rupa:1109 BEEF:985 postmabone:1334 raki:0 LONG:431 curt:2315 Thomato:1238
1308,BEEF,Thomato:21 rupa:21 BEEF:12 curt:7 sivad:10 postmabone:20 LONG:3 raki:3,Thomato:1518 rupa:461 BEEF:3145 curt:2293 sivad:606 postmabone:1222 LONG:1678 raki:1043
1309,Thomato,sivad:11 rupa:7 curt:20 postmabone:4 Thomato:3 BEEF:15 LONG:12 raki:0,sivad:0 rupa:822 curt:1194 postmabone:1833 Thomato:0 BEEF:233 LONG:1203 raki:1170
1310,rupa,BEEF:14 LONG:8 sivad:4 raki:3 rupa:8 Thomato:10,BEEF:1514 LONG:1370 sivad:0 raki:1544 rupa:1005 Thomato:1022
1311,Thomato,Thomato:8 sivad:11 BEEF:5 postmabone:5 raki:5,Thomato:1241 sivad:345 BEEF:205 postmabone:416 raki:792
1312,LONG,LONG:19 curt:11 sivad:14 BEEF:14 raki:18 postmabone:0 rupa:6 Thomato:5,LONG:1103 curt:1305 sivad:1765 BEEF:316 raki:2300 postmabone:1214 rupa:1340 Thomato:1501
1313,Thomato,raki:10 postmabone:0 sivad:6 curt:13 BEEF:10 LONG:9 Thomato:12,raki:893 postmabone:568 sivad:794 curt:0 BEEF:721 LONG:1016 Thomato:645
1314,rupa,curt:0 BEEF:18 LONG:2 postmabone:4 Thomato:9 rupa:0 raki:9 sivad:18,curt:774 BEEF:1324 LONG:1255 postmabone:1539 Thomato:1994 rupa:1549 raki:3099 sivad:1610
1315,BEEF,rupa:9 BEEF:5 Thomato:4 LONG:4 sivad:11 curt:14,rupa:1166 BEEF:735 Thomato:1454 LONG:1443 sivad:1269 curt:1018
1316,BEEF,Thomato:9 sivad:3 curt:1 BEEF:5,Thomato:158 sivad:478 curt:649 BEEF:419
1317,Thomato,raki:4 Thomato:5 curt:6,raki:248 Thomato:122 curt:341
1318,rupa,Thomato:8 sivad:3 curt:6 rupa:6 postmabone:17 raki:3 BEEF:0,Thomato:792 sivad:287 curt:0 rupa:1109 postmabone:95 raki:604 BEEF:1369
1319,Thomato,postmabone:1 sivad:2,postmabone:73 sivad:239
1320,raki,rupa:1 BEEF:1,rupa:296 BEEF:246
1321,postmabone,Thomato:2 postmabone:6 sivad:0 raki:13 curt:4 rupa:4 LONG:8,Thomato:1086 postmabone:814 sivad:1466 raki:1507 curt:1156 rupa:693 LONG:881
1322,sivad,curt:2 raki:8 rupa:2 sivad:5 LONG:6 postmabone:7,curt:741 raki:861 rupa:962 sivad:1124 LONG:356 postmabone:416
1323,BEEF,curt:9 sivad:3 raki:12 BEEF:5 rupa:11 Thomato:10 LONG:18,curt:0 sivad:1216 raki:1207 BEEF:1252 rupa:96 Thomato:213 LONG:522
1324,LONG,sivad:0 raki:3,sivad:22 raki:136
1325,raki,rupa:3 Thomato:2 BEEF:10 LONG:4 curt:2 sivad:9,rupa:1138 Thomato:1443 BEEF:1119 LONG:1113 curt:321 sivad:1175
1326,rupa,curt:9 postmabone:0 sivad:13 LONG:9 raki:9 rupa:3,curt:796 postmabone:628 sivad:592 LONG:929 raki:817 rupa:499
1327,raki,LONG:1 curt:2 postmabone:5,LONG:365 curt:540 postmabone:844
1328,Thomato,postmabone:7 sivad:7 BEEF:15 rupa:4 raki:12 curt:0,postmabone:254 sivad:974 BEEF:130 rupa:0 raki:706 curt:1377
1329,postmabone,raki:5 postmabone:9 LONG:10 Thomato:2 curt:11 sivad:5 BEEF:15,raki:1160 postmabone:944 LONG:85 Thomato:0 curt:449 sivad:332 BEEF:300
1330,raki,LONG:2 curt:5 raki:0 BEEF:4,LONG:120 curt:430 raki:1107 BEEF:223
1331,sivad,sivad:5 BEEF:3 rupa:7 raki:0 postmabone:11,sivad:830 BEEF:831 rupa:534 raki:448 postmabone:61
1332,raki,postmabone:21 LONG:12 BEEF:13 rupa:7 curt:13 Thomato:12 sivad:9 raki:14,postmabone:1483 LONG:1807 BEEF:1782 rupa:1005 curt:733 Thomato:46 sivad:1319 raki:2482
1333,Thomato,raki:10 sivad:10 curt:5 BEEF:7 rupa:3 postmabone:11,raki:1158 sivad:5 curt:790 BEEF:970 rupa:0 postmabone:118
1334,raki,sivad:2 curt:4 raki:9 Thomato:15 LONG:17 BEEF:14 rupa:11 postmabone:0,sivad:1168 curt:0 raki:1404 Thomato:901 LONG:443 BEEF:439 rupa:971 postmabone:1203
1335,BEEF,postmabone:0 BEEF:6 Thomato:5 sivad:10 rupa:8,postmabone:423 BEEF:912 Thomato:1079 sivad:581 rupa:1171
1336,curt,rupa:3 postmabone:2,rupa:51 postmabone:0
1337,LONG,raki:0 rupa:7 curt:2 sivad:12 postmabone:7,raki:542 rupa:277 curt:1002 sivad:128 postmabone:1221
1338,curt,sivad:15 rupa:11 Thomato:7 postmabone:4 curt:14 raki:9 LONG:0 BEEF:9,sivad:736 rupa:273 Thomato:1020 postmabone:349 curt:1319 raki:420 LONG:1123 BEEF:2197
1339,sivad,postmabone:16 sivad:16 Thomato:19 rupa:0 LONG:15 curt:16 BEEF:2 raki:2,postmabone:1549 sivad:869 Thomato:1427 rupa:1020 LONG:751 curt:912 BEEF:1057 raki:434
1340,curt,postmabone:8 curt:5 rupa:4 sivad:5,postmabone:486 curt:302 rupa:0 sivad:406
1341,Thomato,Thomato:8 LONG:11 postmabone:12 raki:18 BEEF:0 curt:4 sivad:7 rupa:7,Thomato:969 LONG:1130 postmabone:812 raki:1136 BEEF:1004 curt:1864 sivad:1483 rupa:3392
1342,BEEF,rupa:3 Thomato:12 curt:6 raki:12 postmabone:1,rupa:704 Thomato:478 curt:940 raki:1195 postmabone:857
1343,raki,sivad:2 Thomato:0,sivad:15 Thomato:121
1344,BEEF,curt:7 raki:7 BEEF:12 Thomato:11 rupa:7,curt:701 raki:704 BEEF:251 Thomato:149 rupa:1183
1345,Thomato,rupa:4 curt:1 BEEF:1 sivad:4,rupa:718 curt:700 BEEF:139 sivad:462
1346,curt,LONG:9 postmabone:6 sivad:5 BEEF:7 curt:7,LONG:439 postmabone:432 sivad:255 BEEF:0 curt:1900
1347,BEEF,rupa:0 BEEF:1,rupa:0 BEEF:155
1348,Thomato,rupa:4 Thomato:6 BEEF:3 raki:9,rupa:0 Thomato:167 BEEF:585 raki:64
1349,rupa,postmabone:9 BEEF:9 raki:8 sivad:4,postmabone:900 BEEF:657 raki:400 sivad:784
1350,BEEF,BEEF:4 sivad:6 raki:3,BEEF:200 sivad:335 raki:609
1351,postmabone,LONG:8 curt:9 sivad:8 BEEF:19 rupa:2 Thomato:0 postmabone:2 raki:13,LONG:63 curt:1550 sivad:1963 BEEF:1493 rupa:1489 Thomato:1031 postmabone:183 raki:326
1352,rupa,Thomato:11 BEEF:6 postmabone:4 rupa:11 sivad:12 raki:10,Thomato:1237 BEEF:778 postmabone:117 rupa:270 sivad:1236 raki:1268
1353,raki,LONG:11 curt:8 raki:18 Thomato:10 rupa:20 BEEF:12 postmabone:8 sivad:9,LONG:1236 curt:727 raki:1647 Thomato:755 rupa:1094 BEEF:1957 postmabone:1341 sivad:1874
1354,curt,BEEF:3 rupa:5 sivad:4 postmabone:3 Thomato:5,BEEF:479 rupa:721 sivad:374 postmabone:1086 Thomato:469
1355,curt,postmabone:0 LONG:1,postmabone:147 LONG:103
1356,Thomato,BEEF:1 postmabone:2,BEEF:246 postmabone:243
1357,postmabone,curt:3 postmabone:3,curt:206 postmabone:219
1358,rupa,Thomato:12 LONG:0 postmabone:9 curt:15 rupa:18 raki:3 BEEF:6,Thomato:432 LONG:845 postmabone:0 curt:561 rupa:0 raki:634 BEEF:1659
1359,raki,BEEF:1 curt:0 Thomato:5 raki:1,BEEF:197 curt:230 Thomato:975 raki:619
1360,BEEF,LONG:5 raki:6 BEEF:3 Thomato:7,LONG:190 raki:307 BEEF:660 Thomato:321
1361,curt,LONG:16 rupa:18 sivad:0 Thomato:6 raki:13 postmabone:1 curt:8,LONG:1490 rupa:389 sivad:766 Thomato:1324 raki:755 postmabone:534 curt:623
1362,postmabone,rupa:4 LONG:4 Thomato:1,rupa:121 LONG:564 Thomato:440
1363,rupa,sivad:3 rupa:3,sivad:147 rupa:41
1364,LONG,sivad:18 raki:2 Thomato:9 postmabone:7 curt:17 rupa:7 BEEF:13 LONG:10,sivad:918 raki:783 Thomato:444 postmabone:1046 curt:846 rupa:364 BEEF:1860 LONG:438
1365,postmabone,LONG:8 rupa:11 Thomato:7 curt:6 sivad:6 postmabone:7,LONG:466 rupa:665 Thomato:915 curt:213 sivad:1621 postmabone:1114
1366,curt,Thomato:3 sivad:1 curt:5 raki:5,Thomato:710 sivad:440 curt:697 raki:88
1367,curt,Thomato:5 postmabone:8 LONG:6 sivad:3,Thomato:628 postmabone:135 LONG:661 sivad:892
1368,sivad,postmabone:3 rupa:3 raki:5,postmabone:816 rupa:347 raki:279
1369,Thomato,curt:2 sivad:2,curt:296 sivad:178
1370,raki,sivad:5 raki:6 curt:4 rupa:8,sivad:535 raki:227 curt:617 rupa:334
1371,raki,Thomato:9 sivad:1 curt:4 BEEF:9,Thomato:759 sivad:413 curt:621 BEEF:995
1372,curt,rupa:18 sivad:8 postmabone:12 curt:11 Thomato:14 raki:10 LONG:6,rupa:976 sivad:1692 postmabone:386 curt:341 Thomato:272 raki:1032 LONG:0
1373,curt,Thomato:4 postmabone:9 LONG:1 rupa:5,Thomato:264 postmabone:53 LONG:126 rupa:503
1374,rupa,BEEF:3 curt:1 raki:6,BEEF:451 curt:169 raki:619
1375,LONG,curt:13 sivad:13 LONG:11 Thomato:11 rupa:13 postmabone:8 BEEF:0,curt:1174 sivad:938 LONG:969 Thomato:1479 rupa:1175 postmabone:152 BEEF:1630
1376,sivad,postmabone:13 sivad:10 BEEF:0 curt:20 LONG:0 raki:2 Thomato:4 rupa:2,postmabone:2326 sivad:485 BEEF:1517 curt:19 LONG:420 raki:780 Thomato:2071 rupa:1452
1377,rupa,postmabone:2 LONG:2 sivad:2,postmabone:0 LONG:440 sivad:803
1378,curt,rupa:2 LONG:2,rupa:230 LONG:182
1379,raki,sivad:2 BEEF:1,sivad:260 BEEF:117
1380,curt,raki:3 LONG:3 rupa:9 postmabone:11 sivad:3,raki:507 LONG:416 rupa:937 postmabone:406 sivad:1131
1381,Thomato,raki:1 sivad:6 curt:3,raki:337 sivad:202 curt:620
1382,Thomato,curt:2 LONG:2 BEEF:1,curt:315 LONG:345 BEEF:279
1383,Thomato,rupa:7 raki:4 postmabone:9 BEEF:13 curt:10 sivad:9 LONG:10,rupa:1151 raki:549 postmabone:1368 BEEF:1157 curt:680 sivad:1357 LONG:1085
1384,BEEF,LONG:1 BEEF:3 sivad:6,LONG:524 BEEF:567 sivad:216
1385,curt,BEEF:7 LONG:0 rupa:11 Thomato:8 postmabone:14 sivad:1 raki:9,BEEF:1021 LONG:0 rupa:1301 Thomato:937 postmabone:448 sivad:1197 raki:93
1386,LONG,rupa:15 BEEF:11 curt:5 raki:0 sivad:13 Thomato:14 postmabone:15,rupa:1086 BEEF:803 curt:389 raki:1614 sivad:195 Thomato:1027 postmabone:1049
1387,rupa,curt:2 raki:2,curt:25 raki:89
1388,LONG,raki:7 rupa:1 curt:7 LONG:13 sivad:15 BEEF:8,raki:841 rupa:527 curt:336 LONG:711 sivad:437 BEEF:1403
1389,raki,sivad:2 rupa:9 raki:2 postmabone:2,sivad:461 rupa:0 raki:451 postmabone:370
1390,LONG,raki:5 postmabone:9 curt:6 Thomato:3,raki:508 postmabone:499 curt:332 Thomato:549
1391,sivad,sivad:0 postmabone:0 BEEF:7 curt:4 rupa:7 raki:15 LONG:3,sivad:1394 postmabone:1780 BEEF:0 curt:191 rupa:652 raki:954 LONG:65
1392,LONG,rupa:0 LONG:0,rupa:0 LONG:102
1393,LONG,postmabone:11 raki:17 sivad:5 Thomato:6 LONG:7 curt:15 BEEF:1,postmabone:259 raki:1566 sivad:915 Thomato:1065 LONG:1128 curt:1088 BEEF:2357
1394,Thomato,postmabone:7 LONG:11 raki:8 Thomato:3 BEEF:2 sivad:13 curt:2,postmabone:191 LONG:402 raki:788 Thomato:0 BEEF:813 sivad:1031 curt:546
1395,Thomato,postmabone:3 BEEF:13 sivad:3 raki:16 LONG:0 curt:5 rupa:4,postmabone:14 BEEF:1602 sivad:697 raki:565 LONG:1282 curt:1628 rupa:2155
1396,Thomato,Thomato:4 curt:3 sivad:8 rupa:1,Thomato:0 curt:100 sivad:469 rupa:142
1397,BEEF,BEEF:6 Thomato:2 curt:6 postmabone:8,BEEF:738 Thomato:940 curt:261 postmabone:670
1398,curt,raki:10 postmabone:11 sivad:2 rupa:8 LONG:12,raki:430 postmabone:817 sivad:410 rupa:800 LONG:1153
1399,sivad,LONG:3 sivad:4 raki:6 rupa:4,LONG:189 sivad:101 raki:289 rupa:824
1400,raki,curt:5 Thomato:3 rupa:2,curt:436 Thomato:243 rupa:543
1401,Thomato,sivad:9 Thomato:6 rupa:6 curt:0,sivad:370 Thomato:657 rupa:755 curt:217
1402,raki,sivad:21 raki:14 rupa:19 BEEF:0 LONG:5 Thomato:19 postmabone:5 curt:20,sivad:725 raki:1639 rupa:1652 BEEF:1053 LONG:1622 Thomato:1256 postmabone:1244 curt:539
1403,raki,BEEF:12 Thomato:15 sivad:0 postmabone:4 curt:12 raki:18 LONG:13,BEEF:1243 Thomato:1057 sivad:1485 postmabone:469 curt:907 raki:1359 LONG:1017
1404,Thomato,sivad:0 curt:1,sivad:276 curt:197
